comparision_id,reporting_date,metric_id,current_value,prior_period_value,prior_year_value,mom_change_per,yoy_change_per,narrative_status
678,31-12-2023,4,1.71,1.72,1.6,-0.58,6.87,Minor Growth
679,31-12-2024,1,3707892.52,3546028.32,3253082.71,4.56,13.98,Strong Growth
680,31-03-2023,3,78534724.68,76602025.41,81314578.91,2.52,-3.42,Minor Decline
681,31-03-2023,1,2717000.36,2828920.54,2582636.48,-3.96,5.2,Minor Growth
682,30-09-2023,2,-137.63,-143.67,-156.49,-4.2,-12.05,Major Decline
683,30-06-2025,3,86118847.33,88518339.02,79666233.66,-2.71,8.1,Minor Growth
684,31-03-2024,2,243.55,247.49,223.82,-1.59,8.82,Minor Growth
685,31-03-2025,4,1.93,1.88,2.05,2.66,-5.85,Minor Decline
686,31-12-2023,5,123.63,117.89,128,4.87,-3.41,Minor Decline
687,30-06-2025,4,1.7,1.67,1.66,1.8,2.41,Minor Growth
688,30-09-2023,1,4965871.44,4815813.5,4512248.79,3.12,10.05,Strong Growth
689,31-03-2024,3,86324020.5,87631579.87,76342084.19,-1.49,13.08,Strong Growth
690,30-06-2023,5,114.31,115.47,125.85,-1,-9.17,Minor Decline
691,30-06-2024,2,-117.63,-123.79,-112.25,-4.98,4.79,Minor Growth
692,30-06-2025,5,117.11,118.26,102.72,-0.97,14.01,Strong Growth
693,31-03-2023,2,115.86,118.92,120.24,-2.57,-3.64,Minor Decline
694,30-06-2023,2,9.48,9.44,10.16,0.42,-6.69,Minor Decline
695,30-06-2025,4,1.75,1.79,1.54,-2.23,13.64,Strong Growth
696,31-03-2025,5,112.19,113.62,105.24,-1.26,6.6,Minor Growth
697,30-09-2023,4,1.66,1.64,1.58,1.22,5.06,Minor Growth
698,30-09-2023,2,-261.29,-269.65,-263.94,-3.1,-1,Stable
699,30-09-2023,3,91770871.63,89687053.35,82525140.38,2.32,11.2,Strong Growth
700,30-09-2023,1,4404025.54,4398965.84,4248180.48,0.12,3.67,Minor Growth
701,30-09-2023,5,123.42,120.51,128.92,2.41,-4.27,Minor Decline
702,31-03-2025,4,1.85,1.88,1.85,-1.6,0,Stable
703,31-03-2023,5,112.25,115.87,109.14,-3.12,2.85,Minor Growth
704,30-09-2023,4,2.37,2.37,2.59,0,-8.49,Minor Decline
705,30-09-2023,3,90652518.1,88391945.24,85515986.12,2.56,6.01,Minor Growth
706,30-09-2023,5,118.49,115.24,107.81,2.82,9.91,Minor Growth
707,30-06-2024,4,2.4,2.37,2.48,1.27,-3.23,Minor Decline
708,31-03-2023,2,-246.06,-240.71,-275.74,2.22,-10.76,Major Decline
709,30-06-2025,2,221.11,223.21,198.69,-0.94,11.28,Strong Growth
710,31-03-2025,4,2.02,2.03,2.11,-0.49,-4.27,Minor Decline
711,31-12-2024,2,-263.19,-276.71,-262.51,-4.89,0.26,Stable
712,30-09-2023,5,123.02,121.97,110.96,0.86,10.87,Strong Growth
713,31-03-2024,2,299.85,309.81,286.15,-3.21,4.79,Minor Growth
714,30-06-2023,3,70845388.76,72970244.78,76816228.71,-2.91,-7.77,Minor Decline
715,30-09-2023,3,62232680.91,60835581.61,65062877.24,2.3,-4.35,Minor Decline
716,30-06-2024,3,62786714.76,60453449.49,72982061.66,3.86,-13.97,Major Decline
717,31-12-2023,4,2.24,2.14,2.16,4.67,3.7,Minor Growth
718,31-03-2024,5,115.96,121.28,115.86,-4.39,0.09,Stable
719,31-12-2024,1,2445616.6,2379444.12,2236436.29,2.78,9.35,Minor Growth
720,31-03-2024,5,108.35,108.11,97.79,0.22,10.8,Strong Growth
721,31-12-2023,5,117.49,117.71,104.96,-0.19,11.94,Strong Growth
722,31-12-2023,4,2.47,2.54,2.73,-2.76,-9.52,Minor Decline
723,31-03-2023,3,93241488.46,95701500.34,84430982.33,-2.57,10.44,Strong Growth
724,30-09-2023,2,-119.29,-125.32,-122.15,-4.81,-2.34,Minor Decline
725,31-03-2023,4,1.54,1.59,1.55,-3.14,-0.65,Stable
726,31-12-2023,1,1153981.25,1210484.9,1287143.67,-4.67,-10.35,Major Decline
727,31-12-2023,4,1.96,1.87,2.23,4.81,-12.11,Major Decline
728,30-06-2025,5,117.44,117.47,135.29,-0.03,-13.19,Major Decline
729,31-03-2024,5,105.68,108.7,100.13,-2.78,5.54,Minor Growth
730,30-06-2025,5,124.25,123.56,143.85,0.56,-13.63,Major Decline
731,30-09-2024,3,62898774.79,60234469.98,73672996.62,4.42,-14.62,Major Decline
732,31-12-2023,2,61.35,63.39,70.53,-3.22,-13.02,Major Decline
733,31-03-2023,3,62721811.82,60095699.67,58155028.89,4.37,7.85,Minor Growth
734,31-03-2023,2,-197.27,-206.23,-197.68,-4.34,-0.21,Stable
735,30-06-2023,2,-268.4,-271,-246.22,-0.96,9.01,Minor Growth
736,31-12-2024,1,3002653.98,2888044.61,2761372.94,3.97,8.74,Minor Growth
737,30-09-2024,3,77763429.69,75568878.18,88522449.69,2.9,-12.15,Major Decline
738,31-12-2023,3,60068084.97,58887851.85,70525956.5,2,-14.83,Major Decline
739,31-12-2024,4,1.5,1.52,1.35,-1.32,11.11,Strong Growth
740,30-09-2023,4,2.48,2.44,2.18,1.64,13.76,Strong Growth
741,30-06-2025,1,4390693.77,4525796.92,4520957.21,-2.99,-2.88,Minor Decline
742,31-12-2023,1,3495086.41,3621358.67,3702691.83,-3.49,-5.61,Minor Decline
743,30-09-2023,3,87819414.22,89205152.47,77869279,-1.55,12.78,Strong Growth
744,30-06-2025,4,1.91,1.97,2.09,-3.05,-8.61,Minor Decline
745,30-06-2023,4,2.19,2.22,2.38,-1.35,-7.98,Minor Decline
746,31-03-2024,2,116.32,117.24,105.38,-0.78,10.38,Strong Growth
747,30-09-2024,1,3195912.72,3051813.27,3320993.62,4.72,-3.77,Minor Decline
748,30-09-2023,2,-130.74,-128.88,-123.05,1.44,6.25,Minor Growth
749,30-09-2024,5,105.34,103.59,116.49,1.69,-9.57,Minor Decline
750,31-12-2024,1,4835451.95,4798976.48,5445378.01,0.76,-11.2,Major Decline
751,31-12-2024,2,-268.37,-258.56,-242.83,3.79,10.52,Strong Growth
752,30-06-2024,2,-39.54,-41.24,-40.89,-4.12,-3.3,Minor Decline
753,31-03-2024,5,120.21,118.3,108.34,1.61,10.96,Strong Growth
754,31-12-2024,5,120.02,122.09,126.03,-1.7,-4.77,Minor Decline
755,31-12-2024,5,117.96,120.24,106.24,-1.9,11.03,Strong Growth
756,31-03-2025,5,111.55,111.67,129.26,-0.11,-13.7,Major Decline
757,31-12-2023,4,1.62,1.68,1.7,-3.57,-4.71,Minor Decline
758,30-06-2023,3,55831309.21,56071811.98,59985516.99,-0.43,-6.93,Minor Decline
759,30-06-2025,2,-136.53,-137.28,-123.43,-0.55,10.61,Strong Growth
760,31-12-2023,4,2.26,2.18,1.97,3.67,14.72,Strong Growth
761,31-12-2024,4,1.51,1.48,1.7,2.03,-11.18,Major Decline
762,31-12-2023,4,2.44,2.51,2.56,-2.79,-4.69,Minor Decline
763,30-06-2023,5,124.58,120.17,144.16,3.67,-13.58,Major Decline
764,30-06-2024,4,1.55,1.5,1.78,3.33,-12.92,Major Decline
765,30-09-2023,3,92586724.67,88815436.78,108016802.1,4.25,-14.28,Major Decline
766,31-03-2024,4,1.72,1.81,1.97,-4.97,-12.69,Major Decline
767,30-06-2024,4,2.03,1.98,2.04,2.53,-0.49,Stable
768,31-12-2024,5,112.72,116.13,122.39,-2.94,-7.9,Minor Decline
769,30-06-2025,3,79119816.44,76401716.15,81451692.52,3.56,-2.86,Minor Decline
770,30-06-2024,2,263.78,276.15,240.07,-4.48,9.88,Minor Growth
771,30-06-2023,3,66934031.21,64553508.07,59453318.06,3.69,12.58,Strong Growth
772,31-03-2024,4,2.2,2.23,2.23,-1.35,-1.35,Stable
773,30-06-2023,4,2.05,2.06,1.89,-0.49,8.47,Minor Growth
774,31-03-2025,4,2.27,2.39,2.53,-5.02,-10.28,Major Decline
775,31-12-2024,2,-81.87,-80.48,-89.09,1.73,-8.1,Minor Decline
776,31-03-2025,3,66139468.59,66391224.05,64409015.29,-0.38,2.69,Minor Growth
777,31-12-2024,3,95089822.58,92278711.92,99283016.49,3.05,-4.22,Minor Decline
778,31-03-2025,1,4071935.45,3940840.25,4044830.14,3.33,0.67,Stable
779,30-06-2023,2,-122.37,-117.18,-107.47,4.43,13.86,Strong Growth
780,31-03-2025,5,109.49,106.46,126.94,2.85,-13.75,Major Decline
781,30-06-2023,3,50119332.2,50874444.93,50688998.8,-1.48,-1.12,Stable
782,30-06-2024,1,3185346.2,3224601.04,3584520.67,-1.22,-11.14,Major Decline
783,31-03-2023,4,1.84,1.78,1.94,3.37,-5.15,Minor Decline
784,31-03-2024,3,79615180.72,78200712.28,74425416.87,1.81,6.97,Minor Growth
785,31-03-2025,1,2951948.22,3066732.27,2635309.3,-3.74,12.02,Strong Growth
786,30-09-2023,5,110.21,112.01,101.85,-1.61,8.21,Minor Growth
787,31-12-2024,4,2.26,2.17,2.63,4.15,-14.07,Major Decline
788,30-06-2025,2,224.71,218.33,223.03,2.92,0.75,Stable
789,31-03-2023,4,1.66,1.65,1.83,0.61,-9.29,Minor Decline
790,31-03-2024,5,124.3,121.76,120.81,2.09,2.89,Minor Growth
791,30-09-2023,2,188.02,187.41,216.59,0.33,-13.19,Major Decline
792,30-06-2023,1,2036118.31,1942548.18,1842234.39,4.82,10.52,Strong Growth
793,31-12-2024,2,256.47,267.22,277.44,-4.02,-7.56,Minor Decline
794,30-06-2024,3,53162022.28,51502786.05,58926827.34,3.22,-9.78,Minor Decline
795,30-06-2024,1,2640210.94,2702503.09,2338317.25,-2.3,12.91,Strong Growth
796,30-06-2023,5,117.17,113.76,113.69,3,3.06,Minor Growth
797,31-03-2024,4,2.11,2.13,2.29,-0.94,-7.86,Minor Decline
798,30-06-2024,2,-90.97,-92.88,-86.03,-2.06,5.74,Minor Growth
799,30-06-2025,3,71128210.87,70773185.49,65781342.35,0.5,8.13,Minor Growth
800,31-03-2024,2,-140.07,-141.15,-139.26,-0.77,0.58,Stable
801,30-06-2024,5,106.08,109.9,122.06,-3.48,-13.09,Major Decline
802,31-03-2025,2,151.35,154.44,154.95,-2,-2.32,Minor Decline
803,31-03-2023,5,118.45,113.17,108.34,4.67,9.33,Minor Growth
804,31-03-2024,1,1231198.38,1255590.24,1423806.41,-1.94,-13.53,Major Decline
805,31-12-2023,4,1.56,1.62,1.65,-3.7,-5.45,Minor Decline
806,30-06-2023,1,1925996.71,1954895,1756329.96,-1.48,9.66,Minor Growth
807,30-06-2025,5,120.95,122.78,115.42,-1.49,4.79,Minor Growth
808,31-03-2025,2,-76.4,-77.28,-72.57,-1.14,5.28,Minor Growth
809,30-06-2024,4,1.88,1.87,2.13,0.53,-11.74,Major Decline
810,31-12-2024,5,115.78,113.04,103.7,2.42,11.65,Strong Growth
811,31-03-2023,1,1589034.99,1603351.17,1595648.38,-0.89,-0.41,Stable
812,30-09-2023,1,4619248.03,4734093.15,5134215.49,-2.43,-10.03,Major Decline
813,31-03-2025,5,107.83,111.68,97.07,-3.45,11.08,Strong Growth
814,30-06-2023,1,3479228.9,3507029.93,3134380.1,-0.79,11,Strong Growth
815,30-06-2025,2,-121.18,-116.21,-112.45,4.28,7.76,Minor Growth
816,30-06-2025,4,1.52,1.53,1.38,-0.65,10.14,Strong Growth
817,31-12-2024,4,1.9,1.81,1.72,4.97,10.47,Strong Growth
818,30-06-2023,1,4012204.41,4163978.24,4547128.98,-3.64,-11.76,Major Decline
819,31-03-2024,5,117.82,115.95,131.75,1.61,-10.57,Major Decline
820,31-03-2024,3,92698263.13,89358655.67,95077334.02,3.74,-2.5,Minor Decline
821,31-12-2023,4,2.11,2.11,2.45,0,-13.88,Major Decline
822,30-06-2024,1,1361654.21,1324595.16,1366444.7,2.8,-0.35,Stable
823,30-06-2025,5,117.22,115.91,121.61,1.13,-3.61,Minor Decline
824,31-12-2023,5,105.59,102.65,106.6,2.86,-0.95,Stable
825,30-06-2023,3,56945345.15,59809783.73,66582784.08,-4.79,-14.47,Major Decline
826,31-03-2024,5,105.67,109.45,114.93,-3.45,-8.06,Minor Decline
827,30-06-2023,2,-151.71,-149.73,-164.46,1.32,-7.75,Minor Decline
828,30-06-2025,1,3695828.8,3580068.19,3828141.22,3.23,-3.46,Minor Decline
829,31-03-2023,5,119.37,124.29,125.87,-3.96,-5.16,Minor Decline
830,31-03-2024,3,84131881.95,80649554.82,81313094.45,4.32,3.47,Minor Growth
831,31-03-2025,2,-81.7,-83.25,-84.45,-1.86,-3.26,Minor Decline
832,30-06-2023,4,2.15,2.19,2.17,-1.83,-0.92,Stable
833,30-06-2024,4,2.26,2.32,2.12,-2.59,6.6,Minor Growth
834,30-06-2023,3,88072949.31,84982356.09,102749599,3.64,-14.28,Major Decline
835,30-09-2023,2,-231.74,-221.66,-261.05,4.55,-11.23,Major Decline
836,30-06-2023,3,74393480.33,76956520.93,68028316.88,-3.33,9.36,Minor Growth
837,31-12-2024,2,-242.1,-252.57,-241.76,-4.15,0.14,Stable
838,31-03-2025,2,-157.09,-154.59,-148.84,1.62,5.54,Minor Growth
839,30-09-2024,1,3344194.37,3235909.69,3157267.18,3.35,5.92,Minor Growth
840,30-09-2023,5,108.75,113.54,101.23,-4.22,7.43,Minor Growth
841,31-03-2023,1,3960086.12,3826050.81,4348380.31,3.5,-8.93,Minor Decline
842,30-06-2024,4,1.72,1.71,1.92,0.58,-10.42,Major Decline
843,30-06-2023,3,64816890.2,62853164.47,68209374.44,3.12,-4.97,Minor Decline
844,30-06-2024,4,1.51,1.49,1.67,1.34,-9.58,Minor Decline
845,31-12-2023,2,-182.5,-191.77,-178.33,-4.83,2.34,Minor Growth
846,31-12-2023,5,116.24,121.13,134.36,-4.04,-13.49,Major Decline
847,31-03-2024,3,74541803.7,72502381.19,65610701.1,2.81,13.61,Strong Growth
848,30-09-2024,2,-254.91,-249.71,-280.91,2.08,-9.26,Minor Decline
849,30-06-2025,2,-279.61,-284.31,-273.55,-1.65,2.22,Minor Growth
850,31-03-2024,4,2.1,2.2,1.86,-4.55,12.9,Strong Growth
851,31-03-2024,4,1.55,1.6,1.58,-3.13,-1.9,Stable
852,30-06-2025,4,2.45,2.34,2.88,4.7,-14.93,Major Decline
853,30-06-2023,3,61225786.52,61217518.87,57851937.8,0.01,5.83,Minor Growth
854,31-03-2025,1,3626985.07,3719408.33,3988967.59,-2.48,-9.07,Minor Decline
855,31-03-2024,3,50713695.05,49032565.08,52627269.55,3.43,-3.64,Minor Decline
856,30-06-2024,3,93217039.6,94889891.96,86567734.16,-1.76,7.68,Minor Growth
857,31-03-2024,2,-258.2,-250.4,-231.09,3.12,11.73,Strong Growth
858,30-09-2024,3,63244017.04,65593137.17,69587360.36,-3.58,-9.12,Minor Decline
859,30-06-2024,2,220.67,225.49,240.01,-2.14,-8.06,Minor Decline
860,30-06-2025,4,2.48,2.44,2.26,1.64,9.73,Minor Growth
861,30-06-2023,2,148.23,150.12,133.68,-1.26,10.88,Strong Growth
862,31-03-2023,3,79408453.4,78177958.93,83779796.74,1.57,-5.22,Minor Decline
863,30-06-2025,2,288.7,278.81,322.77,3.55,-10.56,Major Decline
864,31-03-2025,1,1815508.56,1771472.64,2116654.45,2.49,-14.23,Major Decline
865,31-03-2023,5,111.71,111.35,122.56,0.32,-8.85,Minor Decline
866,30-09-2024,2,223.89,215.5,196.9,3.89,13.71,Strong Growth
867,30-06-2024,3,57316544.53,59833828.23,56367964.55,-4.21,1.68,Stable
868,30-06-2025,2,175.46,179.2,190.24,-2.09,-7.77,Minor Decline
869,30-06-2023,1,3070883.08,3076403.39,3089839.23,-0.18,-0.61,Stable
870,31-12-2024,4,1.91,1.87,1.85,2.14,3.24,Minor Growth
871,30-09-2024,1,2951261.14,2887533.14,3178495.51,2.21,-7.15,Minor Decline
872,31-12-2024,1,4567347.1,4620871.73,4816465.27,-1.16,-5.17,Minor Decline
873,31-03-2024,1,3169099.81,3243569.11,3405356.45,-2.3,-6.94,Minor Decline
874,30-09-2024,1,1311498.56,1291870.01,1167001.48,1.52,12.38,Strong Growth
875,31-03-2024,2,111.16,110.41,104.52,0.68,6.35,Minor Growth
876,30-06-2023,1,4865803.38,4946684.77,4969125.58,-1.64,-2.08,Minor Decline
877,31-12-2023,1,2144873.69,2253794.85,2247758.16,-4.83,-4.58,Minor Decline
878,31-03-2024,5,106.43,102.75,99.96,3.58,6.47,Minor Growth
879,30-06-2023,1,2216125.64,2254922.79,2170797.26,-1.72,2.09,Minor Growth
880,30-06-2023,5,120.96,118.37,140.87,2.19,-14.13,Major Decline
881,30-06-2023,2,171.18,164.89,195.2,3.81,-12.31,Major Decline
882,31-12-2024,5,120.4,123.47,133.46,-2.49,-9.79,Minor Decline
883,31-03-2023,2,26.33,26.19,26.56,0.53,-0.87,Stable
884,30-09-2023,4,2.4,2.46,2.33,-2.44,3,Minor Growth
885,30-06-2024,4,1.91,1.84,2.15,3.8,-11.16,Major Decline
886,31-12-2024,2,-250.25,-238.5,-244.59,4.93,2.31,Minor Growth
887,31-03-2025,4,2.41,2.43,2.34,-0.82,2.99,Minor Growth
888,30-06-2025,2,116.45,111.05,131.76,4.86,-11.62,Major Decline
889,31-03-2024,5,107.5,107.25,124.03,0.23,-13.33,Major Decline
890,31-12-2024,2,136.49,130.11,124.83,4.9,9.34,Minor Growth
891,31-12-2023,2,-140.51,-136.42,-135.32,3,3.84,Minor Growth
892,30-06-2023,1,1477679.06,1468001.39,1320496.43,0.66,11.9,Strong Growth
893,31-03-2025,3,64496146.83,63486036.28,74780792.65,1.59,-13.75,Major Decline
894,31-12-2023,2,200.53,206.61,194.2,-2.94,3.26,Minor Growth
895,30-06-2023,5,115.48,114.93,124.69,0.48,-7.39,Minor Decline
896,31-03-2024,2,35.47,35.11,36.28,1.03,-2.23,Minor Decline
897,30-06-2024,1,3533012.19,3645447.33,3519712.68,-3.08,0.38,Stable
898,31-03-2023,4,2.22,2.25,2.28,-1.33,-2.63,Minor Decline
899,31-12-2024,3,58210198.91,57540148.97,65621803.53,1.16,-11.29,Major Decline
900,30-06-2023,5,115.02,118.45,126.64,-2.9,-9.18,Minor Decline
901,30-06-2025,5,106.92,108.47,96.3,-1.43,11.03,Strong Growth
902,30-06-2023,2,62.95,61.24,71.18,2.79,-11.56,Major Decline
903,31-03-2023,3,65665714.2,66405376.49,59264938.99,-1.11,10.8,Strong Growth
904,30-09-2024,2,98.64,98.73,104.92,-0.09,-5.99,Minor Decline
905,31-03-2024,1,4039798.47,3888787.65,3995671.25,3.88,1.1,Stable
906,30-09-2023,2,-273.94,-280.34,-255.13,-2.28,7.37,Minor Growth
907,30-06-2023,5,112.75,111.35,111.93,1.26,0.73,Stable
908,30-09-2023,5,123.15,125.57,125.18,-1.93,-1.62,Stable
909,30-06-2024,1,1259119.05,1221857.02,1328539.77,3.05,-5.23,Minor Decline
910,30-06-2023,2,133.16,140.12,119.94,-4.97,11.02,Strong Growth
911,30-09-2024,1,4887840.06,4902567,4913482.05,-0.3,-0.52,Stable
912,30-06-2024,3,80818279.33,77152667.28,79422519.08,4.75,1.76,Stable
913,30-06-2025,4,1.57,1.56,1.61,0.64,-2.48,Minor Decline
914,30-06-2024,1,4043437.23,4124551.25,3586707.7,-1.97,12.73,Strong Growth
915,31-12-2023,5,121,123.14,126.62,-1.74,-4.44,Minor Decline
916,30-09-2023,4,2.02,2.1,1.91,-3.81,5.76,Minor Growth
917,31-03-2023,3,80457316.72,81942893.9,77257777.16,-1.81,4.14,Minor Growth
918,31-12-2024,4,1.6,1.53,1.84,4.58,-13.04,Major Decline
919,30-06-2024,2,-102.7,-98.08,-105.93,4.71,-3.05,Minor Decline
920,31-12-2024,5,122.71,127.15,141.04,-3.49,-13,Major Decline
921,30-09-2024,3,55408613.63,52910939.48,63206164.2,4.72,-12.34,Major Decline
922,31-03-2025,2,91.04,91.58,82.15,-0.59,10.82,Strong Growth
923,31-12-2023,3,64715631.6,67915024.98,60224114.64,-4.71,7.46,Minor Growth
924,30-09-2024,4,2.09,2.1,2.21,-0.48,-5.43,Minor Decline
925,30-06-2025,5,122.99,127.82,137.82,-3.78,-10.76,Major Decline
926,30-06-2023,5,105.3,110,95.11,-4.27,10.71,Strong Growth
927,31-12-2024,3,89682488.66,93395699.28,82737151.53,-3.98,8.39,Minor Growth
928,31-12-2023,1,3564197.58,3604756.46,4072152.2,-1.13,-12.47,Major Decline
929,30-06-2023,4,2.1,2.03,2.15,3.45,-2.33,Minor Decline
930,31-03-2023,5,113.49,109.9,124.28,3.27,-8.68,Minor Decline
931,30-06-2025,2,-196.52,-192.75,-187.71,1.96,4.69,Minor Growth
932,30-06-2023,3,95606318.36,97217669.33,104992628.7,-1.66,-8.94,Minor Decline
933,30-09-2024,5,113.58,114.92,100.39,-1.17,13.14,Strong Growth
934,30-06-2023,3,95880318.5,96574207.8,98465172.4,-0.72,-2.63,Minor Decline
935,31-03-2023,1,2779971.15,2717231.5,2738839.19,2.31,1.5,Stable
936,31-03-2023,1,2151697.51,2095388.22,1919190.11,2.69,12.11,Strong Growth
937,30-06-2025,1,3871030.81,3992954.77,3559463.56,-3.05,8.75,Minor Growth
938,30-06-2024,3,99447557.22,97639707.9,107724474.4,1.85,-7.68,Minor Decline
939,30-06-2023,5,105.11,106.33,106.06,-1.15,-0.9,Stable
940,31-12-2024,2,245.79,242.88,263.02,1.2,-6.55,Minor Decline
941,30-06-2025,1,3766921.48,3927071.7,4121226.17,-4.08,-8.6,Minor Decline
942,31-03-2023,1,3977962.55,4060293.18,4629077.23,-2.03,-14.07,Major Decline
943,30-06-2025,2,-1.94,-1.91,-1.79,1.57,8.38,Minor Growth
944,31-12-2023,1,2224127.62,2241030.58,2187017.43,-0.75,1.7,Stable
945,30-09-2023,3,53733564.51,55408887.25,55927241.47,-3.02,-3.92,Minor Decline
946,30-09-2024,3,63358858.92,63576107.34,60617728.17,-0.34,4.52,Minor Growth
947,31-03-2024,4,2.04,1.99,1.97,2.51,3.55,Minor Growth
948,31-03-2023,5,110.84,115.22,106.38,-3.8,4.19,Minor Growth
949,30-09-2023,3,60597625.31,61716764.45,55667659.24,-1.81,8.86,Minor Growth
950,30-09-2024,3,60995697.69,60765788.45,69435804.45,0.38,-12.16,Major Decline
951,30-06-2023,5,113.33,108.14,99.73,4.8,13.64,Strong Growth
952,30-06-2024,1,4786377.21,4741258.67,5100528.89,0.95,-6.16,Minor Decline
953,31-03-2023,4,1.85,1.91,2.1,-3.14,-11.9,Major Decline
954,30-09-2024,2,-198.69,-199.34,-231.54,-0.33,-14.19,Major Decline
955,30-06-2023,3,96959811.09,96365974.85,107487564.5,0.62,-9.79,Minor Decline
956,30-06-2025,4,1.92,1.94,1.74,-1.03,10.34,Strong Growth
957,31-03-2025,2,-227.7,-229.31,-214.13,-0.7,6.34,Minor Growth
958,31-12-2024,5,112.46,114.08,118.11,-1.42,-4.78,Minor Decline
959,31-03-2025,5,120.24,125,108.62,-3.81,10.7,Strong Growth
960,30-06-2024,3,53544246.06,54531239.04,55387896.41,-1.81,-3.33,Minor Decline
961,31-03-2023,3,69679433.93,71925863.02,67587751.64,-3.12,3.09,Minor Growth
962,30-09-2024,5,114.07,113.3,110.27,0.68,3.45,Minor Growth
963,30-06-2023,5,108.83,104.44,99.02,4.2,9.91,Minor Growth
964,31-12-2023,1,4313617.81,4300006.66,3935724.66,0.32,9.6,Minor Growth
965,30-06-2023,3,81374249.08,81778604.08,75645032.26,-0.49,7.57,Minor Growth
966,30-06-2025,3,79997160.27,84189692.12,69617180.31,-4.98,14.91,Strong Growth
967,30-06-2024,2,-42.09,-41.79,-43.31,0.72,-2.82,Minor Decline
968,30-06-2023,3,55015119.54,53236951.99,52158571.75,3.34,5.48,Minor Growth
969,30-09-2024,1,4314063.38,4321000.25,3966910.52,-0.16,8.75,Minor Growth
970,30-06-2024,5,120.95,122.96,142.09,-1.63,-14.88,Major Decline
971,31-12-2023,5,122.2,126.18,110.03,-3.15,11.06,Strong Growth
972,31-12-2024,5,117.37,115.81,127,1.35,-7.58,Minor Decline
973,31-03-2023,5,113.05,115.21,124.63,-1.87,-9.29,Minor Decline
974,31-03-2024,4,2.22,2.31,2.21,-3.9,0.45,Stable
975,30-09-2023,5,115.72,110.68,104.18,4.55,11.08,Strong Growth
976,30-06-2024,2,-4.99,-4.82,-4.59,3.53,8.71,Minor Growth
977,30-09-2024,3,51394822.06,49313131.91,48652226.5,4.22,5.64,Minor Growth
978,30-06-2024,5,118.44,115.96,129.1,2.14,-8.26,Minor Decline
979,30-06-2024,2,-282.5,-290.28,-259.56,-2.68,8.84,Minor Growth
980,30-09-2024,2,58.39,59.21,63.3,-1.38,-7.76,Minor Decline
981,31-03-2025,4,2.3,2.31,2.23,-0.43,3.14,Minor Growth
982,30-09-2024,2,-292.46,-294.52,-342.21,-0.7,-14.54,Major Decline
983,30-06-2023,2,172.46,176.9,191.59,-2.51,-9.98,Minor Decline
984,31-12-2024,1,4705576.47,4943867.08,5174680.4,-4.82,-9.07,Minor Decline
985,30-06-2024,1,1961937.96,1900586.29,1845617.61,3.23,6.3,Minor Growth
986,30-09-2024,3,98370423.58,96490241.51,106820377,1.95,-7.91,Minor Decline
987,30-06-2024,1,1667344.29,1625819.92,1488340.12,2.55,12.03,Strong Growth
988,31-12-2024,5,123.23,119.98,113.23,2.71,8.83,Minor Growth
989,31-12-2023,4,2.16,2.11,2.44,2.37,-11.48,Major Decline
990,31-03-2025,3,66460382.72,66740031.34,63338013.68,-0.42,4.93,Minor Growth
991,31-12-2023,3,70884084.7,71781365.98,69557000.19,-1.25,1.91,Stable
992,31-12-2024,5,112.89,117.93,98.95,-4.27,14.09,Strong Growth
993,31-12-2024,1,4704648.23,4932009.54,4663811.78,-4.61,0.88,Stable
994,31-12-2024,3,85638698.44,84708071.57,89578730.08,1.1,-4.4,Minor Decline
995,30-06-2025,3,90163762.7,89140896.19,97825548.54,1.15,-7.83,Minor Decline
996,31-12-2023,2,66.74,68.28,64.87,-2.26,2.88,Minor Growth
997,30-09-2024,4,2.26,2.31,2.42,-2.16,-6.61,Minor Decline
998,30-06-2025,3,86335123.26,86262920.78,96827314.16,0.08,-10.84,Major Decline
999,31-03-2024,4,2.05,2.02,2.06,1.49,-0.49,Stable
1000,31-03-2025,2,74.5,75.52,66.92,-1.35,11.33,Strong Growth
1001,31-12-2023,1,1959857.76,2003668.93,1811164.84,-2.19,8.21,Minor Growth
1002,30-06-2024,2,-265.28,-252.95,-255.4,4.87,3.87,Minor Growth
1003,30-09-2024,4,2.31,2.29,2.13,0.87,8.45,Minor Growth
1004,31-03-2025,4,1.93,1.92,1.84,0.52,4.89,Minor Growth
1005,30-06-2025,4,2.4,2.52,2.72,-4.76,-11.76,Major Decline
1006,31-03-2023,3,84532306,85868746.28,80253258.78,-1.56,5.33,Minor Growth
1007,30-06-2025,1,1910949.9,1886750.62,1923579.05,1.28,-0.66,Stable
1008,31-03-2024,2,-226.25,-216.93,-208.02,4.3,8.76,Minor Growth
1009,31-12-2023,5,120.62,118.29,140.84,1.97,-14.36,Major Decline
1010,30-06-2024,1,3018489.19,2944591.53,3298806.22,2.51,-8.5,Minor Decline
1011,31-03-2023,3,80763142.14,77437341.01,75067085.99,4.29,7.59,Minor Growth
1012,31-03-2024,2,28.58,29.13,27.46,-1.89,4.08,Minor Growth
1013,30-09-2023,4,2.21,2.18,2.05,1.38,7.8,Minor Growth
1014,31-03-2024,1,2116988.86,2115336.54,2086522.55,0.08,1.46,Stable
1015,30-06-2025,4,1.59,1.64,1.69,-3.05,-5.92,Minor Decline
1016,31-03-2024,4,1.55,1.59,1.54,-2.52,0.65,Stable
